R,G,B,Label
0.6214996078431373,0.5158105882352941,0.46916705882352944,kurap
0.5155886274509803,0.43288784313725487,0.39663294117647063,kurap
0.7456364705882353,0.5942619607843137,0.5460470588235293,kurap
0.804261568627451,0.6292831372549019,0.5892796078431373,kurap
0.7518188235294118,0.6193803921568628,0.5766160784313726,kurap
0.6105101960784314,0.5451643137254901,0.5682854901960784,kurap
0.6143211764705883,0.5432525490196078,0.5643027450980392,kurap
0.7720564705882353,0.5967372549019608,0.5053090196078431,kurap
0.674793725490196,0.49140470588235297,0.33892509803921567,kurap
0.7316745098039216,0.5530643137254901,0.4025313725490196,kurap
0.5945145098039216,0.5100564705882353,0.580512156862745,kurap
0.5954976470588236,0.5109905882352942,0.5814407843137255,kurap
0.6181941176470588,0.5313933333333334,0.6045674509803922,kurap
0.6502509803921568,0.5597211764705883,0.6352635294117647,kurap
0.6797450980392157,0.444223137254902,0.35670980392156865,kurap
0.709336862745098,0.45661098039215686,0.36607882352941173,kurap
0.6864109803921569,0.4486843137254902,0.36049019607843136,kurap
0.809736862745098,0.6202623529411765,0.653816862745098,kurap
0.8780619607843138,0.5798850980392157,0.45949921568627455,kurap
0.7606392156862745,0.6271619607843137,0.5860709803921569,kurap
0.7604545098039216,0.6286368627450981,0.5884419607843137,kurap
0.7699058823529411,0.6134313725490197,0.5406454901960784,kurap
0.5324450980392157,0.41125372549019606,0.35822627450980393,kurap
0.5145976470588235,0.3899301960784313,0.3274513725490196,kurap
0.7680368627450981,0.5829780392156863,0.518507843137255,kurap
0.7707572549019608,0.6142729411764706,0.5419027450980393,kurap
0.7699274509803922,0.5889870588235294,0.5253517647058823,kurap
0.6983360784313726,0.514881568627451,0.4494301960784314,kurap
0.6988721568627451,0.5156266666666667,0.4501309803921569,kurap
